evaluation,label
格局大一点，别30元50元的。到100市盈率才10多倍，不,1.0
下周三连板[旺柴],1.0
周一不要一字涨停啊，让我上了车在涨停,1.0
旱地拔葱，目标价60元。中远海控,1.0
周一一字涨停,1.0
看高到18,1.0
什么都好，就是不涨！,1.0
目前海运运力紧张，必须提前2周租船订舱，特别是上海,1.0
图一是海控月线图，月线macd死叉回调那么回调结束应该,2.0
骗大家来割韭菜,2.0
高开低走周一,2.0
15%是有的,1.0
韭菜就是韭菜，记吃不记打，涨了,2.0
大涨,1.0
我不想宰割肉了[滴汗][滴汗][滴,2.0
5-10天利润增持,1.0
希望到20让我们喝口汤,1.0
周一必然要大跌你以为天天都能回购啊,2.0
中远集团增持说明二季度利润更好，他们有内部消息，三,1.0
周一大概率涨5%以上，周二跌4%。,1.0
买了中远海控亏了43000多元再也不买,2.0
有没有到48元3年内,1.0
这波先看到20,1.0
一群唱空者，估计是卖了吧，周一直接封板。不接受反驳,2.0
周一全部增持完吧。,1.0
海控最靠谱的企业，中国市场散户比机构基金等眼光强多,1.0
早说增持我就不用割肉[兴奋],1.0
这么多人唱多？明天冲高我就卖。,1.0
老套路，再套一波,2.0
现在持有海控的朋友，等于抓了一手好牌，一定要打好！,1.0
周一涨停我立刻卖[微笑],1.0
是利好！可以增持2亿股是不是可以用300亿回购？彻底优,1.0
最近运费降得很凶，从最高点下来已腰斩了！！,2.0
中远海运集团，要增持尽快增持，不要拖拖拉拉。,1.0
这波海控回到20不是梦！坚持持有，海运价格高企，二季,1.0
又增持，股价必到五百元下半年,1.0
铁公鸡，一毛不拔，皮的价值！只会忽悠股民不断投钱。,2.0
拙眼看中远海控，单边下行在路上,2.0
周一开盘买入港股中远，坐等起飞,1.0
海控大量T，看你们星期一谁敢进,2.0
控股股东增持30亿，是诱多吗？,2.0
目的何在？,2.0
大家稍安勿躁，此次的增持可参照,1.0
赚那么多钱不分红，活该被砸啊,2.0
下周一吃根阳线就卖了，上次10月,1.0
什么大股东？钱是国家的，可是管理层实在不敢苟同，增,2.0
垃圾公司,2.0
评论一些人大股东增持和公司回购都不搞清楚就来发表评,2.0
特大利好！母公司增持说明二季度利润更好！,1.0
低位增持高位减持，扔一根骨头让,2.0
给优质公司回购点赞！！！,1.0
坚决支持和拥护回购股票！赞！大赞！！！,1.0
吧里看空的人很多，骂的人也很多，说明踏空的人很多！,2.0
不要脸的国企,2.0
祝贺中远海控和东方海外双双上榜“上市公司品牌活力榜,1.0
真踏马坑爹！,2.0
那这点钱打发叫花子呢，对公司未来有信心才增持15-30,2.0
中远海运集团拟30亿增持中远海控,1.0
评价区里都是骂声一片啊！,2.0
海控曾经让我挣了几倍利润，虽然,1.0
跌到14元，也只愿意增持这么点量，说明股价管理层对这,2.0
下周开始上行通道，拿稳了，我薛,1.0
增持后续减持，下周继续探底。,2.0
一到周末，这个吧里就出现了涨停的节奏～,1.0
来两个涨停板，证明公司前景有预期，星期一跌5角，又,1.0
股价能上去才是利好，其他都是浮云,1.0
增持的效果也许很一般，运价反弹,1.0
我感觉这个还没到底，要8块左右才能吸引资金,2.0
现在才发现是超级利好，一直看成回购了，回购不利好，,1.0
买买买模式,1.0
没有多少套牢盘了股东开始大买说明什么[呲牙],1.0
日净赚三个亿公司回购股票要大涨了,1.0
低价增持，高价减持收割韭菜,2.0
市场一天一个大头板块拉，估计快到海运系列了,1.0
波罗的海干散货运价指数连续第六周上涨，  文章来源：,1.0
这玩意儿有多挣钱？不用我说了吧,1.0
铁公鸡，不值得投资关注,2.0
发达了，增持这么多亿，周一开始,1.0
小散要擦亮眼睛看海控管理层。去年12月29日股东大会授,2.0
美海运股大涨,1.0
不可能高价增持的！又要跌了,2.0
看看中远海控副总经理怎么说的：今年运费至少翻翻,1.0
2倍市盈率，控股股东都经不起诱惑了！,1.0
在忽悠散户解盘，在下杀,2.0
这里都是空头！现在全球集装箱都远远超出需求！几乎都,2.0
14.7元全部清仓了，还亏10多w,2.0
再推巨资增持，中远海控维护公司价值不含糊！,1.0
怪不得今天涨了，从技术走势上，还是消息面上都没什么,1.0
忽悠NC进场接盘。,2.0
这样的刺激都来几次,1.0
中远海控：控股股东拟累计15亿元-30亿元增持公司A股和,1.0
中远海控今天开启了涨停模式[强壮][强壮][强壮][福][,1.0
大家买这个股票，希望我国的孩子得病吗？就是不炒股也,2.0
今天解套了，走了！,2.0
回购不注销白搭，只是把利润输送完，少分红,2.0
我是一个急性子快点往上冲才是正道[主力][主力],1.0
在一次打脸唱空者，他们脸上皮太厚了。中远海控公告，,1.0
优秀！低价增持[赞],1.0
中远最近真的能买了，各种指标和,1.0
兄弟们，18.69元的成本被套一年,2.0
周一看看再说，我怕了这个股,2.0
大涨。昨天我也说了今天是涨，昨天一堆的人在说今天跌,1.0
烂盘太大毛毛雨[大笑],2.0
上次增持两周时间从14.44涨到19.98，这次呢，超20应当,1.0
不以涨喜，不以跌悲。保持平常心！能把去年10送3的权,1.0
下周追不上了！,1.0
垃圾，流通股的2多点，顶个屁用。,2.0
CCFI连续二周上涨，应该是反转了，三四季度是旺季，今,1.0
CCFI连续二周上涨，应该是反转了，三四季度是旺季，今,1.0
这种公司就算年赚1000亿我都不买,2.0
买入买入等分红,1.0
下周起飞,1.0
港股两个交易日尾盘都是公司增持，你们有救了[偷笑][,1.0
下周到20,1.0
良心企业，比绝大多数国企玩低位,1.0
涨了几个点，看看那些韭菜激动的，韭菜就是韭菜,2.0
现在买海狗，只是给了你一个你不亏钱的机会[摊手]涨是,2.0
港股尾盘爆买,1.0
还有八九个点回本，加油,1.0
@中远海控&涨了几毛钱，各路大神又出来忽悠了......,2.0
北向今天净流入3个多亿，内资在跑[怒],2.0
海控都说2022年半年利润500亿，我看不止500亿。,1.0
一天上涨，什么样的牛鬼蛇神都被炸出来了。,2.0
港股尾盘抢筹码，下周一你们稳了,1.0
二季度利润没两百亿，我把头给你们当球踢。这轮必破前,1.0
海运的价格跌不下来的，到嘴的肉海运公司不会放的。船,1.0
但求下周不要补这个缺口吧。。。。。哎,2.0
见好就收，老规矩,1.0
主力资金今天25433万流入，又终,1.0
港股海控涨+5.82% 周一A 股大涨！,1.0
港股尾盘最后一分钟跳涨,1.0
烂泥扶不上墙一辈子涨不到8个点,2.0
反弹而已，下跌趋势改变不了的,2.0
跑路了，没跑的等起飞吧哈哈,2.0
5.20，大家节日快乐！感谢主力给的过节费,1.0
公司管理层配股了，这是个好消息,1.0
钉子户小沟沟看看，你不看好，海控自然涨,1.0
垃圾货好不容易涨一点下午又砸,2.0
如果这回是北向拉升，那下周一等哀嚎吧！,2.0
垃圾货,2.0
涨不动啊，有气无力的[滴汗],2.0
收筹保通关，七板上天山？狗是狗,2.0
清仓了，海狗你可以板了,2.0
尾盘冲一冲，下周一有希望,1.0
我已经卖了，主力可以拉升了。,2.0
上不去，洗不走，做T的开心咯。,1.0
坚持你坚信的才是最好的，加油！,1.0
开始动了快点入货,1.0
震荡,1.0
分红不算少吧，我算了一下，跟股,1.0
这个走势真的牛逼啊,1.0
这个股票怎么还会涨啊。我都当这,2.0
这算是主力抢跑了吗？,2.0
上车的朋友坐稳扶好,1.0
一直在出货，哈哈。,2.0
没人接盘只能往下了，这个废材就只能这样了,2.0
又不如你港爹涨的多,2.0
玩大盘股的果然都不急躁,1.0
今天真正当了一回龙头,1.0
无语了,2.0
怂蛋,2.0
真垃圾这样都涨不过港股。人家都,2.0
快跑，绝对是下一个三一,2.0
中远海控的客观最低的估值=每股的（净资产 公积金 未,1.0
昨天刚割肉,2.0
2.59，59秒启动，最后一秒5个点直接拉爆！[旺柴][旺柴,1.0
这个垃圾又跳水了。,2.0
不拉涨停，志在高远！,1.0
30分钟级别MA5与MA10金死叉做$中远海控 sh601919$  05,2.0
每一次反弹都是跑路机会。快跑没,2.0
今天可能是最后的逃命机会,2.0
业绩最好，估值最低的票，5个涨停还是低估值,1.0
上午11点前后，大盘涨海控不跟，说明庄家已经控盘，看,1.0
今天确实有主力进场啦！下个星期,1.0
中国股民为了解套买股！[捂脸][,1.0
垃圾,2.0
下午两点启动,1.0
但愿不是一日看尽长安花,1.0
大家涨的时候你拖后腿，弄得没有朋友，现在好了，自己,2.0
真的有点垃圾,2.0
好，离解套还差3个板，加油,2.0
死垃圾今天总算有点量了,2.0
上午13.19全部割了，唉，一声叹息,2.0
拉起来[买入][买入][买入][得意][得意][得意],1.0
进来这么多资金都给它拉不涨停[怒],2.0
下来吧，垃圾,2.0
下来吧,2.0
阿斗醒醒，快起来,2.0
千亿的盘子拉不动了,2.0
收盘吧，不要跳水了，我怕了。,1.0
告诉你们反弹才到半山腰,1.0
下周海控要大涨！不接受反驳！,1.0
老船员运送着集装箱出海了，在大洋彼岸摆了石心爱心，,1.0
技术指标已走好，KDJ金叉MACD金叉RSI金叉，三金叉,1.0
今天海控肯定有利好消息，大资金,1.0
今天涨一次，散户又可以跌几天了,1.0
这次涨一天打算跌几天呢？,2.0
16.5，不知道何年何月才能解套,2.0
能不能涨停提口气？,1.0
再也找不到这样被低估的好股票了！,1.0
谨防冒然跟进，等回踩5日均线时在看情况。。,2.0
2022年被评为最无所事实的董事长,2.0
今天海控60金叉后量能很好。日线量能情况也不错，证明,1.0
14.65加仓了1000股，现在价格15.62元,1.0
目标价20元。智者在底部悠闲建仓,1.0
公司越来越挣钱，股价在未来半年,1.0
今天是北向一意孤行的硬拉，如果,1.0
20个涨停,1.0
韭菜们别激动，反弹而已，下跌趋,2.0
海运指数涨了一个月,1.0
世界业绩王股价才十几元真见鬼,2.0
不错,1.0
回本遥遥无期,2.0
昨天进的，五个点跑了，感谢感谢，祝福涨停,1.0
中远海控之星辰大海,1.0
白马股，我加重仓长期持有！,1.0
港股显示贝莱德过来做多了。,1.0
失策失策啊！昨天就猜到今天会涨，但是海狗尿性2%最多,2.0
海控我拿了一年了，不在乎几天的大涨，用电焊焊死，涨,2.0
开心一天。,1.0
拜托今天来个板吧！上次17那个板,1.0
钉子户早上不发文，海狗就涨啦,1.0
底部启动信号出了,1.0
中远航海控逢高卖出,1.0
冲啊，排第一,1.0
走了您，我会在下面等你的，千万,2.0
恭喜省大,1.0
中远海控超低估值价值股，按它的业绩和赢利能力股价35,1.0
见底走一波,1.0
老是卖飞[哭],1.0
拉高出货吗,2.0
今天太阳从西边出来了居然涨了,1.0
如期所至,1.0
早就说了有钱了，他的模式就是买,1.0
下午会跳水的，这股的尿性是这样,2.0
昨天刚清仓，机器人盯着我了吗？,2.0
毫无波澜，，看下午怎么套人,2.0
估计今天有可能涨停！,1.0
涨停都还解套不了[哭][哭][哭][,2.0
走跑在了爆发前，精准出货,2.0
要涨停的节奏啊主力在不断加仓啊,1.0
周日之王,1.0
从软件看都是大单在吸筹为啥呀，有消息吗？,1.0
昨天刚说大盘反弹结束，今天就打脸。。,2.0
海狗终于做人了,1.0
靠，卖了就大涨,1.0
中远海控5月20日盘中涨幅达5%,1.0
还好14.50清了，昨天13.9块又满,2.0
自选股里面榜一，起起伏伏，持有,1.0
一卖就涨,2.0
中国外贸，世界第一。,1.0
3个涨停回本,2.0
昨天13.79卖的3万手，你真NB。,1.0
据业内人士消息称六月份海运费会大幅涨价告别低迷走势,1.0
一阳穿三线，有没有T飞的？,2.0
又是周五，唉！,2.0
能涨停么[晕],1.0
下跌趋势中，每一次涨都是为了更好的下跌,1.0
早盘进来的，看样子今天涨停！,1.0
还要继续发套吗，直接退市吧，不,2.0
暴涨暴跌的，股性真不错！,1.0
这么大资金介入了，应该买入，等到15以上再卖不好吗，,1.0
昨天割肉就张，气死,2.0
你的买卖点是专为韭菜准备的吗,2.0
我卖了就涨，庄,2.0
今天有本事涨停啊，你欠大家20个点[怒],1.0
18的还站队呢,2.0
今天量足进来先[呲牙][呲牙],1.0
今天TM什么情况，老子刚卖,2.0
跑出去了，做个T不香么,1.0
换管理层,2.0
勾子主力今天好凶猛，下车下早了,1.0
今天要涨停,1.0
咋？春天来了？,1.0
波罗的海指数涨+3.14%,1.0
海控股民，大事不好了，看样要来真的了。,2.0
天天玩别人,2.0
启动了，不买后悔拍大腿,1.0
来来来，赶紧买套,1.0
要两个涨停才回本[哭][哭][哭][哭],2.0
可以回了一口血，我先走了有缘再见！,1.0
你千万别涨。涨了多丢人,2.0
在这里买了1w元，看你挣扎成这样,2.0
中国贸业世界第一。,1.0
要我说，中远海控14元以下的价格不该再有了,1.0
哈哈哈，散户下午又开始骂了，1个点都涨不了。呵呵呵,2.0
不走裤衩子都赔光光,2.0
反对票是我们唯一能做的，昨天的,2.0
之前14.44是支撑位现在14.44都成压力位了还有任天天吹,2.0
就是想回回本，没别的想法[哭],2.0
今天高点已现，走人,2.0
死万,2.0
每周跌四天象征性的拉一天,2.0
什么时候来个神秘力量收拾收拾空,1.0
又出货了,2.0
海控净利翻8被股值市值不增值反爆跌40%，管理层无功反,2.0
上午把下面缺口补了，下午再跌破13.7,2.0
很奇怪的一只，利润好，收益高，价值却没体现，不懂不,2.0
涨得这么艰难，等会跌的时候就很轻松,2.0
好多新韭菜进来，兄弟们高抛，套住新韭菜，下午开割,2.0
今天14.24是今天最高点！下午14以下,2.0
这些压单都是不要钱吗,2.0
还是跑了吧,2.0
马上跳水！！！,2.0
再砸砸盘呗，我没上车呢,2.0
奔涨停，还不赶紧买？目标价35,1.0
涨一点点像要了他的命一样[惊吓],2.0
今天跟港股，哈哈。继续出货，派发给散户,2.0
黎明前的黑暗[围观][围观][围观][看多][看多][看多][,1.0
同行业你最垃圾,2.0
这些垃圾管理层，居然给自己股权,2.0
麻了[大哭],2.0
跑了吧,2.0
缺口补好了，然后继续下跌趋势，哈哈,2.0
今天要涨停,1.0
继续拉高诱多，哈哈哈。,2.0
一夜之间发布一系列公告，做大做强,1.0
就是让你不爽，就是要你割肉走人,1.0
昨天大盘的K线有点破了上升趋势，也许会走横盘震荡，,1.0
昨晚都说了，今天高开[呲牙][呲牙][呲牙],1.0
红了红了,1.0
这股这他m邪了，利好也跌，大盘红也跌，大盘绿更跌，,2.0
这玩意儿不好玩／跑了吧,2.0
谁去把万狗鲨了，我把股票给他,2.0
全是利好，今天必须涨停,1.0
今天终于可以跌破13,2.0
看空的多了，中远海控就有希望了,1.0
今天跌10个点以上,2.0
海上巨无霸正式起飞，连板了。,1.0
海控股民，大事不好了，又跌了6%，今天快跑。,2.0
中远不涨，原来如此,2.0
今天海狗准备跌几个点？,2.0
混点分红不过分吧，别套我啊,2.0
今天涨停。,1.0
海运板块精准，撤退。,2.0
什么时候准备St？,2.0
很多人都在赌海控二季度业绩继续,1.0
【2022.5.20】大盘牛！海控熊！宁可海控熊，也希望大,2.0
业绩比肩茅台，股价与茅台两重天，这么优秀的公司为何,2.0
我反对股权激励投反对票,2.0
谁有能力把懂事长，总经理，投诉到中纪委，把这帮公司,2.0
这破股没救了,2.0
是金子总会发光！,1.0
中远失控,2.0
海控今日涨。理由：1、外围稳住,1.0
大涨没有过，大跌一次都少不了，,2.0
发了一堆公告，咱也看不懂啊[为什么],2.0
挂跌停价比赛跑路了兄弟们,2.0
只要发公告  中远海狗：那我第二天必跌,2.0
为什么盈利能力这么好，股价一直下跌，是激励已到期。,2.0
同样是海运差别有点大,2.0
投反对票！利益输送可耻，股价一路向下可耻，韭菜一波,2.0
毫无疑问是重大利好，5个点起步,1.0
懂了，明天跌停,2.0
明天会大涨！！,1.0
利益输送，明天打证监会举报电话,2.0
中远海控第一压力14.26第一支撑13.75减仓为主,2.0
香港尾盘上涨就说明是利好，重大利好！！,1.0
一发公告就要跌，这是一贯的作风。什么都改变不了下楼,2.0
明天会涨，细节就不多说了，很大可能会大涨。另外，那,1.0
巴菲蛋来买中远海控了，明天跌停,2.0
你的板块全是红的，你绿了几个月,2.0
中远系资本运作大动作来了，今天晚上中远系上市公司全,1.0
明天-6%,2.0
什么都要，就是脸不要,2.0
你的板块全是红的，你绿了几个月了，大盘跌你跟着，大,2.0
一堆公告看不懂。全当利空。准备好心理准备跌到10元。,2.0
怪不得港股今天尾盘天量抢筹，最后一分钟成交769万股,1.0
这么多人都看空，就放心了。,2.0
是不是可以抄底了，那么多人在叫,1.0
中远海控都是带血的筹码,2.0
明天涨停,1.0
明天无量跌停，一直跌到5元,2.0
看来／消息早已泄露／韭菜抱着／,2.0
明天割肉走人，14看样子是历史大顶了，上海航运集装箱,2.0
大盘拉升它居然压住不给涨,2.0
垃圾公司还股民血汗钱,2.0
怎么满屏都是骂钉子的。。。你们就不怕他的粉丝们骂你,2.0
来了一个垃圾董长、股票天天跌。,2.0
外面的世界多好呀！还在这里浪费时间、消耗自己，真不,2.0
快拿一年了，说好的价值投资呢,2.0
海狗有本事下跌到两块[呲牙],2.0
该长了，增资131亿，要重组了嘛,1.0
明天涨停给我发红包,1.0
1分钟底背离，日线级别底背离。下一步没有不涨的道理,1.0
一浪比一浪低，下跌趋势改变不了,2.0
万绿毛,2.0
价值投资被吃了，不会讲故事的股票都不是好股票，业绩,2.0
明天涨停,1.0
大好行情就让你毁了亏了12万操,2.0
等我上汽赚了，要是还是14以下，就重仓30w。,1.0
按理说大盘跌这货应该稳住啊，卖出，不受折麽了,2.0
今天清仓的朋友赚了，明天开始开启大幅杀跌。。。,1.0
海控上涨，反弹可以，想主升浪模,1.0
这票得跌到公司不赚钱了，年年亏,2.0
属于上证还跌的多[哭][笑哭],2.0
这玩意还有救嘛，跌了差不多一年,2.0
中远海控实在是太久太久没有涨了,2.0
"那些经常恐吓的空狗,小心秋后算账啊,你是股东说啥都行",2.0
为什么中远海能走势这么好,2.0
别头铁坚持这大废物了，我反正是,2.0
这次反弹这货基本一点也没长啊，别的股都三十个点啊，,2.0
砸中股,2.0
干线满载 关税即将取消 就是分红回购不满 利空算是出,2.0
明天不会破13，但终将会破13.因为它就是13,2.0
调整时间还不够，耐心等待，这个,1.0
个人感觉：中远海控在换主力，原来的主力在出货，新的,1.0
一直拿起等分红就好[大笑],1.0
海控业绩净利翻8倍，上次分红玩配股分红再股值爆跌40%,2.0
去年5月买的，7月高点没跑，后来,2.0
韭菜太多割不过来,2.0
真的恐怖啊，大盘向下调整要暴跌，上的时候压根不跟,2.0
万绿龟，头上绿油油,2.0
看看长城汽车，盘子比你大，死垃圾,2.0
不该呀不该,2.0
买到你就是不涨！,2.0
你是真恶心,2.0
明天破13,2.0
这套牢盘，谁敢拉？,2.0
垃圾分类该把你放到哪一类？,2.0
大市板块都翻红了，你不装死也就,2.0
走得这么好，明天涨停,1.0
明天看SCFI翻正,1.0
不到14元庄家打了不少，这个价位必买。,1.0
多空实力接近，不是一面倒，有巨,1.0
大盘拒绝下跌，个股只是怎么涨的问题,2.0
价值规律在大A不起作用？,2.0
中远一点格局都没有,2.0
真是恶心到家了,2.0
废物，指数都翻红了，你还是这副衰样,2.0
这个主力绝了，别人是吓走散户，,2.0
今天收盘上14我看要死人吗？,2.0
错过加仓的好买点,1.0
业绩优秀年年增长！分红好安全性,1.0
你这个坑货！,2.0
你这个坑货！,2.0
大家明天上午都要记得投反对票，全反对,2.0
今年原来是中远海能的天下，已经不是你的天下了,2.0
航运订单暴降！利润腰斩，死守没有！,2.0
这只股真磨人,2.0
买了你痛不欲生，生无可恋！,2.0
中远你就是一坨,2.0
板块流出1.82亿是你一个人的功劳,2.0
自从割肉中远，每日幸亏终于能见,2.0
真到了10元时代反而是好事。,1.0
季报预告涨停后，最后的主力都跑光了。都是散户互相啄,2.0
啥时候出利好啥时候跑,2.0
大盘拉了上百点了，这货一动不动,2.0
终于等来加仓的机会hhhhh把成本,1.0
今天又流出1.8个亿，这段时间都流出60多个亿了，看来,2.0
兄弟们，最近骂声有些少了啊！这样可不行！换人继续骂,2.0
垃圾股，跌了一周,2.0
臭不要脸的,2.0
海狗最近弱的不像样，想不通昨天融资盘怎么还死命的买,2.0
2毛钱玩一天！你还不如ST股,2.0
如果不是被套牢，这股目前的走势一点买的兴趣都没有，,2.0
以后这种垃圾我再买剁手,2.0
高点越来越低，,2.0
万鬼下台吧,2.0
今天走势很健康,1.0
中远海控必翻船！！,2.0
打倒中远海控！,2.0
买这个长期投资还不如买三峡能源,2.0
退市好吗乐色,2.0
死等吧,2.0
冲冲冲↗,1.0
人在做天再看。希望狗庄有命花这,2.0
一仓难求的局面正在改变，海空还在下跌通道中。,2.0
底下拖单，拖个锤子啊，有本事就,2.0
你倒是往下砸啊,2.0
今年盈利1000亿，一天进帐三个小目标,1.0
每天板块第一,1.0
天天这走势，也没人玩，不如退市,2.0
不要再奢望该股会大反弹，现阶段会徘徊在13到12之间,2.0
不用想，待会立马下杀,2.0
为什么这几天的量能才几个亿？？？？主力真没有了吗？,2.0
加油加油再加油,1.0
海控给机会，该逃先逃。缓缓再回,2.0
考虑了很久，还是下不去手买海控，虽然PE低得非常诱惑,2.0
运价减一半，市盈率也在4，现在这个位置风险不大。,1.0
是不是运费下调的厉害啊，为什么就是不长,2.0
这几天的表现不尽人意，请暂停海运业务，老万头坐着船,2.0
烂泥扶不上墙,2.0
赚了这么多钱，不采取措施维护股,2.0
下午加速下跌，哈哈哈。11元企稳，套你们八年,2.0
再跌跌，然后分红除权，市值跌破,2.0
废物废物再废物，垃圾垃圾再垃圾,2.0
下午翻红加油,1.0
你个苟远,2.0
真的是中海龟了,2.0
每天跑输大盘,2.0
海控就别碰了。今年搞海能或者招商。,2.0
真想就老万任董事长事项再投个票，这次绝对投反对票！,2.0
给我涨[大哭][大哭][大哭][大哭],1.0
要补跳空低开的缺口,1.0
喂到有的人嘴里都吃不到肉，活该被割韭菜,2.0
10天微涨2天，8天是跌的,2.0
上海解封是客观存在，海狗基本面是扎实的，阶段性低点,1.0
下跌通道的股别买,2.0
看了你一年了，这个鬼真的是托,2.0
太拉级,2.0
有必要这么恐慌吗？,1.0
真TV垃圾,2.0
海控股民的悲哀：一个周五天收五天阴线，阴险狡诈,2.0
清仓走人,2.0
这货和亏损海能比，狗都不如。,2.0
天天跌，何时是个头？？,2.0
，垃圾,2.0
中远海控14元以下，就是最好建仓机会,1.0
我受不了了,2.0
想卖抓紧卖，别TM磨磨唧唧的，随便砸就是啦！,2.0
今天至少绿7个点,2.0
还的加仓,1.0
早说了买海能，韭菜太多了,2.0
，太垃圾,2.0
死垃圾,2.0
这个地方要变盘了,1.0
大家发现了吧，现在上14都很难了吧,2.0
好噁心,2.0
新能源yyds，哈哈哈,1.0
好像每天都是跌幅第一名！！,2.0
你们某些人天天在骂有意思吗？现,2.0
你看海能6点，优质股羞不羞,2.0
天下第一垃级,2.0
死垃圾,2.0
中远海控是病了么,2.0
你还是倒数第三,2.0
都是散户在拉，哈哈,1.0
横盘太久了,1.0
港口海运业绩第一，股价跌幅第一,2.0
自从姓万的上台之后股票一路新低,2.0
散户集中营吗？哈哈哈，砸完就让,2.0
丁字裤说今天要反弹,1.0
一只涨了十倍的股，套住了无数贪婪的小散，可怜的,2.0
涨都没涨过，有什么资格跌,2.0
倒数第一啊，靠,2.0
业绩优秀年年增长！分红好安全性,1.0
你怎么这么贱？,2.0
今天ST*ST都是强势上涨，这种LJ股才是A股的未来[大笑],2.0
这个垃圾没有救了，只跌不涨破位下跌，看来要跌到12.5,2.0
港口都上去了。你要永远都垫底吗,2.0
万狗，,2.0
开始砸到13.2,2.0
操，今天全是垃圾大涨，好股票 跌 哈哈,2.0
牛逼自己给自己压力位,1.0
去掉海控，航运板块就红了,2.0
能破10不？别让大家失望！,2.0
3元起步的还要跌回去，,2.0
还说跌不下去的我跟谁急[怒],2.0
没有你可能板块都红了,2.0
建仓,1.0
板块倒数第一了,2.0
真没尿性！[傲][傲][傲],2.0
你总是倒数第一,2.0
割是不可能割的，咱就这么耗着吧,1.0
按照大A的尿性，海控必须摸一下腰斩位，12.6附近,2.0
此股就是个流氓！,2.0
如果是一只大热股票，股吧热闹很正常。但是如果是一只,1.0
今日都还不错！比港股好多了[胜,1.0
大盘跌至2886海控也就13.56，怕啥,1.0
为什么会选了这么个垃圾,2.0
这波打压，酸爽,2.0
怎么办啊 割肉吗,2.0
厉害了，板块第一,1.0
做空的行情，那么高的融资盘，不,2.0
板块跌幅榜第一，漂亮。,2.0
不跟指数，不跟板块。这个是退市股?,2.0
这么好的股票，就是被大盘拖累了。,2.0
中远海控爽，跌停。,2.0
一次补仓开始,1.0
板块都在涨，这里的狗庄家还在砸盘,2.0
分红越多，越要快跑！,2.0
又买入一些，成本是越来越低了，就等起飞,1.0
这波看到13.10，然后拉升回14.8,1.0
都说了很稳，每天都是倒数前几，,2.0
板块领跌这是我没想到的,2.0
业绩再好也没用，没人讲故事,2.0
加油马上板块第一了,1.0
9.99见，温水煮青蛙,2.0
被套的价值投资者们不用慌，无非,1.0
无底线，无气节，无德行！,2.0
真TM不要脸,2.0
港股跌的太多了,2.0
漂亮，尽管下杀吧,2.0
业绩很好，但趋势向下，只能看不,2.0
天天在股吧骂，有啥用，割肉又没那个决心…结果越套越,2.0
放眼a股那只股票水分泡沫最大，应该当属中远海控第一,2.0
真狠。往死里砸。马上过节了，能来一波，让大家开心过,2.0
这么低我是加仓套就套点儿。,1.0
大盘本次反弹结束，指数再次回落。。,2.0
为什么跌的这么惨,2.0
奇怪的是主力一直出货，散户却一直幻想上涨，哈哈哈。,2.0
不争气的玩意,2.0
挖空机会洗劫中国股民,2.0
不是集运公司，只是个财务公司,2.0
什么垃圾股啊，天天跌,2.0
国企拉级,2.0
我真的服了这个票了，狗都不如,2.0
都散了吧，外围马士基、赫伯罗德,2.0
哈哈哈哈，今天终于放量大跌了，明天，12.3,2.0
海控的股吧完全没法看，无脑唱空,2.0
中远海能都涨近4点，海控还大跌,2.0
中远海能都涨近4点，海控还大跌,2.0
这股本来赚10w最后破了我底线，亏了2w割的，还好在割,2.0
很好，继续加仓,1.0
天天阴跌草了别人图你利息。你抄别人本金,2.0
垃圾，废物,2.0
一言难尽啊,2.0
实在是没子弹了，反攻到15就行,1.0
boll线收紧应该不会再往下走了估,1.0
散户，你们看不见吗？大盘拉升，海控都不跟了，这么明,2.0
哎，这走势……一言难尽啊,2.0
明天反对票走起,2.0
集运股有望像2020重新大爆发,1.0
会破净吗？,2.0
预祝中远海控翻船！,2.0
都散了吧太黑了,2.0
必翻船！,2.0
海狗这都喊不醒你吗？,2.0
跌起来第一名，gou东西,2.0
持续买入[胜利][胜利][胜利],1.0
现在走还不晚，一定走在外资之前,1.0
拥有现金才是王者,1.0
打倒中远海控！,2.0
海控快跌停,2.0
好啦，涨得不跟，今天跌的跟，垃,2.0
这个垃圾天又塌了。垃圾,2.0
一季度赚的比腾讯还多，股价啊，,1.0
挂了这么多250，和中远海控真匹,2.0
中远海控：黑色的星期四,2.0
永远都是跌，你能争气点吗？[哭],2.0
上海已经在抢舱位了，升价格是必然现象,1.0
H股涨它不跟，跌的时候就跟吃泻,2.0
低开高走  涨停,1.0
涨得不跟，跌的使劲跟，生,2.0
由于优秀经营业绩，今天中远海控低开高走。,1.0
感觉会低开,2.0
好股票，不怕，市盈率马上一以内了，我就问你们怕什么,1.0
港股开盘跌了2个点，这个垃圾肯定也要跌的,2.0
港股站五日线，希望a也可以$中远,1.0
大涨,1.0
放心今天上午连13.5都保不住，不,2.0
.这次反弹他是毛都没长啊,2.0
我心中的一团火是不会熄灭的$中,1.0
今天怎么办啊,2.0
今天完了,2.0
中远海控05月18日被沪股通减持662.66万股,2.0
【2022.5.19】美股再次暴跌，我们还能独善其身吗？这,2.0
任凭风吹浪打，我自岿然不动！,1.0
做好价值预期管理，适时实施股份回购，增强投资者信心,1.0
20的本，不回本，打死不卖,1.0
今天刚买，明天能不能给个惊喜啊,1.0
今天清仓了，宁愿以后追高，太折磨人了,2.0
海控已进入温水煮青蛙模式，二三块的股票,2.0
可以涨了，我清仓了,2.0
被套几天了，亏了一两百，睡不着,2.0
